"MIC","OPERATING MIC","OPRT/SGMT","MARKET NAME-INSTITUTION DESCRIPTION","LEGAL ENTITY NAME","LEI","MARKET CATEGORY CODE","ACRONYM","ISO COUNTRY CODE (ISO 3166)","CITY","WEBSITE","STATUS","CREATION DATE","LAST UPDATE DATE","LAST VALIDATION DATE","EXPIRY DATE","COMMENTS"
"XEMS","XEMS","OPRT","EMS EXCHANGE","","724500ZM85SCL0RS8L71","NSPD","","NL","S-HERTOGENBOSCH","WWW.VANLANSCHOT.NL","ACTIVE","20120924","20120924","","","REGISTERED MARKET FOR SECURITIES, ELECTRONIC TRADING PLATFORM."
"XETD","XETI","SGMT","XETRA INTERNATIONAL MARKET - OPEN MARKET","","529900G3SW56SHYNPR95","NSPD","","DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","EXPIRED","20090622","20140127","","20140127","XETRA INTERNATIONAL, MARKET SEGMENT OPEN."
"XETI","XETI","OPRT","XETRA INTERNATIONAL MARKET","","529900G3SW56SHYNPR95","NSPD","","DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","EXPIRED","20090622","20140127","","20140127","XETRA INTERNATIONAL, OPERATING LEVEL. TO BE  GLOBALLY USED FOR ORDERROUTING AND OTHER PURPOSES LIKE ""SCHLUßNOTEN"" (EXECUTIONS)."
"XETC","XETI","SGMT","XETRA INTERNATIONAL MARKET - REGULATED MARKET","","529900G3SW56SHYNPR95","NSPD","","DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","EXPIRED","20090622","20140127","","20140127","XETRA INTERNATIONAL, MARKET SEGMENT REGULATED."
"XETR","XETR","OPRT","XETRA","","529900G3SW56SHYNPR95","NSPD","XETRA","DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","ACTIVE","20050627","20161128","","",""
"XETB","XETR","SGMT","XETRA - FREIVERKEHR","","529900G3SW56SHYNPR95","NSPD","XETRA","DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","ACTIVE","20080324","20161128","","",""
"XETA","XETR","SGMT","XETRA - REGULIERTER MARKT","","391200OUOEWDQSEJ0Y74","RMKT","XETRA","DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","ACTIVE","20080324","20161128","","",""
"XERT","XEUP","SGMT","EUREX REPO - TRIPARTY","","529900QA7T9JLRFVNN10","NSPD","","DE","FRANKFURT","WWW.EUREXREPO.COM","ACTIVE","20151228","20161128","","","EUREX REPO ELECTRONIC TRADING SEGMENT FOR TRIPARTY REPO."
"XERE","XEUP","SGMT","EUREX REPO - FUNDING AND FINANCING PRODUCTS","","529900QA7T9JLRFVNN10","NSPD","","DE","FRANKFURT","WWW.EUREXREPO.COM","ACTIVE","20140428","20161128","","","EUREX REPO ELECTRONIC TRADING PLATFORM FOR FUNDING AND FINANCING PRODUCTS."
"XEUM","XEUP","SGMT","EUREX REPO SECLEND MARKET","","529900QA7T9JLRFVNN10","NSPD","","DE","FRANKFURT","WWW.EUREXREPO.COM","ACTIVE","20120123","20161128","","","ET IS NOW OPERATED FROM FRANKFURT (GERMANY)"
"XEUP","XEUP","OPRT","EUREX REPO GMBH","","529900QA7T9JLRFVNN10","NSPD","","DE","FRANKFURT","WWW.EUREXREPO.COM","ACTIVE","20051128","20161128","","",""
"XEUR","XEUR","OPRT","EUREX DEUTSCHLAND","","529900UT4DG0LG5R9O07","RMKT","","DE","FRANKFURT","WWW.EUREXCHANGE.COM","ACTIVE","20050627","20161128","","",""
"XFCM","XFCM","OPRT","MERCADO DE FUTUROS Y OPCIONES SOBRE CITRICOS","","","NSPD","","ES","VALENCIA","","EXPIRED","20030401","20070723","","20070723",""
"XFFE","XFFE","OPRT","FUKUOKA FUTURES EXCHANGE","","","NSPD","","JP","FUKUOKA","","EXPIRED","20030401","20070924","","20070924",""
"XFKA","XFKA","OPRT","FUKUOKA STOCK EXCHANGE","","","NSPD","","JP","FUKUOKA","WWW.FSE.OR.JP","ACTIVE","20050627","20050627","","",""
"XFMN","XFMN","OPRT","SOCIETE DU NOUVEAU MARCHE","","","NSPD","","FR","PARIS","","EXPIRED","20030401","20070625","","20070625",""
"XFOM","XFOM","OPRT","FINNISH OPTIONS MARKET","","","NSPD","","FI","HELSINKI","","EXPIRED","20030401","20071224","","20071224",""
"XDBC","XFRA","SGMT","DEUTSCHE BOERSE AG - CUSTOMIZED INDICES","DEUTSCHE BOERSE AG","529900G3SW56SHYNPR95","NSPD","","DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","EXPIRED","20110328","20200323","","20200323",""
"XFRA","XFRA","OPRT","DEUTSCHE BOERSE AG","DEUTSCHE BOERSE AG","529900G3SW56SHYNPR95","NSPD","","DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","ACTIVE","20050627","20050627","","",""
"XDBV","XFRA","SGMT","DEUTSCHE BOERSE AG - VOLATILITY INDICES","DEUTSCHE BOERSE AG","529900G3SW56SHYNPR95","NSPD","","DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","EXPIRED","20110328","20200323","","20200323",""
"FRAA","XFRA","SGMT","BOERSE FRANKFURT - REGULIERTER MARKT","","391200OUOEWDQSEJ0Y74","RMKT","","DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","ACTIVE","20080324","20080324","","",""
"FRAD","XFRA","SGMT","DEUTSCHE BOERSE MID-POINT CROSS","DEUTSCHE BOERSE AG","529900G3SW56SHYNPR95","NSPD","DBMID","DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","EXPIRED","20110523","20161128","","20161128","DARK POOL."
"FRAB","XFRA","SGMT","BOERSE FRANKFURT - FREIVERKEHR","","529900O14DCZLCKHET54","NSPD","","DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","ACTIVE","20080324","20080324","","",""
"XDBX","XFRA","SGMT","DEUTSCHE BOERSE AG - INDICES","DEUTSCHE BOERSE AG","529900G3SW56SHYNPR95","NSPD","","DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","EXPIRED","20110328","20200323","","20200323",""
"XNEW","XFRA","SGMT","NEWEX","","529900O14DCZLCKHET54","NSPD","NEWEX","DE","FRANKFURT","WWW.NEWEX.COM","EXPIRED","20060925","20161128","","20161128",""
"XFTA","XFTA","OPRT","FINANCIELE TERMIJNMARKET AMSTERDAM","","","NSPD","","NL","AMSTERDAM","","EXPIRED","20030401","20030428","","20030428",""
"XGAS","XGAS","OPRT","CENTRAL EASTERN EUROPEAN GAS EXCHANGE LTD","","529900NQOLXKWXQ1JV67","NSPD","","HU","BUDAPEST","WWW.CEEGEX.COM","ACTIVE","20130527","20130527","","","CEEGEX IS A ORGANISED NATURAL GAS MARKET PROVIDING SERVICES FOR THE GAS MARKET PLAYERS WITHIN THE EUROPEAN ECONOMIC AREA (EEA)."
"XGCL","XGCL","OPRT","GLOBAL COAL LIMITED","","213800UP928FGZUQTB32","NSPD","GLOBALCOAL","GB","LONDON","WWW.GLOBALCOAL.COM","ACTIVE","20130826","20130826","","","MTF PLATFORM FOR OTC DERIVATIVES"
"XGHA","XGHA","OPRT","GHANA STOCK EXCHANGE","","","NSPD","","GH","ACCRA","WWW.GSE.COM.GH","ACTIVE","20050627","20050627","","",""
"XGME","XGME","OPRT","GESTORE MERCATO ELETTRICO - ITALIAN POWER EXCHANGE","","","NSPD","IPEX/GME","IT","ROME","WWW.MERCATOELETTRICO.ORG","ACTIVE","20090427","20230424","20230424","","ITALIAN POWER EXCHANGE"
"XGMX","XGMX","OPRT","GLOBALCLEAR MERCANTILE EXCHANGE","","","NSPD","GMX","US","GUAYNABO","WWW.GMEGROUP.US","ACTIVE","20121126","20140825","","","ELECTRONIC TRADING PLATFORM FOR COMMODITIES, CFDS, CREDIT, FUTURES, METALS, AND NEW MARKETS."
"XGSE","XGSE","OPRT","GEORGIA STOCK EXCHANGE","","","NSPD","GSE","GE","TBILISI","WWW.GSE.GE","ACTIVE","20050627","20050627","","",""
"XGTG","XGTG","OPRT","BOLSA DE VALORES NACIONAL SA","","","NSPD","","GT","GUATEMALA","WWW.BVNSA.COM.GT","ACTIVE","20050627","20050627","","",""
"XGUA","XGUA","OPRT","BOLSA DE VALORES DE GUAYAQUIL","","","NSPD","","EC","GUAYAQUIL","WWW.MUNDOBVG.COM","ACTIVE","20110627","20110627","","",""
"HAMA","XHAM","SGMT","BOERSE HAMBURG - REGULIERTER MARKT","BOEAG BOERSEN AKTIENGESELLSCHAFT","529900HTWYRE4BD0GQ69","RMKT",,"DE","HAMBURG","WWW.BOERSENAG.DE","ACTIVE","20080225","20230522","","",
"HAMB","XHAM","SGMT","BOERSE HAMBURG - FREIVERKEHR","BOEAG BOERSEN AKTIENGESELLSCHAFT","529900HTWYRE4BD0GQ69","NSPD",,"DE","HAMBURG","WWW.BOERSE-HAMBURG.DE","ACTIVE","20080225","20230522","20230522","",
"XHAM","XHAM","OPRT","HANSEATISCHE WERTPAPIERBOERSE HAMBURG","BOEAG BOERSEN AKTIENGESELLSCHAFT","529900HTWYRE4BD0GQ69","NSPD",,"DE","HAMBURG","WWW.BOERSENAG.DE","ACTIVE","20050627","20230522","20230522","",
"HAMM","XHAM","SGMT","BOERSE HAMBURG - LANG AND SCHWARZ EXCHANGE - REGULIERTER MARKT","BOEAG BOERSEN AKTIENGESELLSCHAFT","529900HTWYRE4BD0GQ69","RMKT","","DE","HAMBURG","WWW.BOERSENAG.DE","ACTIVE","20160425","20230522","20230522","",""
"HAML","XHAM","SGMT","BOERSE HAMBURG - LANG AND SCHWARZ EXCHANGE","BOEAG BOERSEN AKTIENGESELLSCHAFT","529900HTWYRE4BD0GQ69","NSPD",,"DE","HAMBURG","WWW.BOERSENAG.DE","EXPIRED","20160425","20230522","","20230522",
"HAMN","XHAM","SGMT","BOERSE HAMBURG - LANG AND SCHWARZ EXCHANGE - FREIVERKEHR","BOEAG BOERSEN AKTIENGESELLSCHAFT","529900HTWYRE4BD0GQ69","NSPD",,"DE","HAMBURG","WWW.LS-X.DE","ACTIVE","20160425","20230522","20230522","",
"HANB","XHAN","SGMT","BOERSE HANNOVER - FREIVERKEHR","BOEAG BOERSEN AKTIENGESELLSCHAFT","529900HTWYRE4BD0GQ69","NSPD",,"DE","HANNOVER","WWW.BOERSE-HANNOVER.DE","ACTIVE","20080225","20230522","20230522","",
"HANA","XHAN","SGMT","BOERSE HANNOVER - REGULIERTER MARKT","BOEAG BOERSEN AKTIENGESELLSCHAFT","529900HTWYRE4BD0GQ69","RMKT",,"DE","HANNOVER","WWW.BOERSE-HANNOVER.DE","ACTIVE","20080225","20230522","20230522","",
"XHAN","XHAN","OPRT","NIEDERSAECHSISCHE BOERSE ZU HANNOVER","BOEAG BOERSEN AKTIENGESELLSCHAFT","529900HTWYRE4BD0GQ69","NSPD",,"DE","HANNOVER","WWW.BOERSE-HANNOVER.DE","ACTIVE","20050627","20230522","20230522","",
"MNFI","XHEL","SGMT","FIRST NORTH FINLAND - AUCTION ON DEMAND","NASDAQ HELSINKI LTD","743700NAXLL4Q86IEX32","MLTF",,"FI","HELSINKI","WWW.NASDAQOMXNORDIC.COM","ACTIVE","20160627","20230925","20230925","",
"FNFI","XHEL","SGMT","FIRST NORTH FINLAND","NASDAQ HELSINKI LTD","743700NAXLL4Q86IEX32","MLTF",,"FI","HELSINKI","WWW.NASDAQOMXNORDIC.COM","ACTIVE","20080324","20230925","20230925","","FIRST NORTH IS OPERATED BY NASDAQ. FIRST NORTH IS A NORDIC ALTERNATIVE MTF MARKETPLACE FOR TRADING SHARES AND OTHER TYPES OF FINANCIAL INSTRUMENTS."
"DNFI","XHEL","SGMT","FIRST NORTH FINLAND - NORDIC@MID","NASDAQ HELSINKI LTD","743700NAXLL4Q86IEX32","MLTF",,"FI","HELSINKI","WWW.NASDAQOMXNORDIC.COM","ACTIVE","20151123","20230925","20230925","","NORDIC@MID DARK POOL FOR FIRST NORTH FINLAND"
"XHEL","XHEL","OPRT","NASDAQ HELSINKI LTD","NASDAQ HELSINKI LTD","743700NAXLL4Q86IEX32","RMKT",,"FI","HELSINKI","WWW.NASDAQOMXNORDIC.COM","ACTIVE","20110124","20230925","20230925","",
"DHEL","XHEL","SGMT","NASDAQ HELSINKI LTD - NORDIC@MID","NASDAQ HELSINKI LTD","743700NAXLL4Q86IEX32","RMKT",,"FI","HELSINKI","WWW.NASDAQOMXNORDIC.COM","ACTIVE","20151123","20230925","20230925","","NORDIC@MID DARK POOL FOR XHEL"
"MHEL","XHEL","SGMT","NASDAQ HELSINKI LTD -  AUCTION ON DEMAND","NASDAQ HELSINKI LTD","743700NAXLL4Q86IEX32","RMKT",,"FI","HELSINKI","WWW.NASDAQOMXNORDIC.COM","ACTIVE","20160627","20230925","20230925","",
"XHIR","XHIR","OPRT","HIROSHIMA STOCK EXCHANGE","","","NSPD","","JP","HIROSHIMA","","EXPIRED","20030401","20030428","","20030428",""
"XHKF","XHKF","OPRT","HONG KONG FUTURES EXCHANGE LTD.","","","NSPD","HKFE","HK","HONG KONG","WWW.HKEX.COM.HK","ACTIVE","20050627","20050627","","",""
"XHKG","XHKG","OPRT","HONG KONG EXCHANGES AND CLEARING LTD","","213800YTVSXYQN17BW16","NSPD","HKEX","HK","HONG KONG","WWW.HKEX.COM.HK","ACTIVE","20110627","20110627","","","HONG KONG EXCHANGES AND CLEARING LIMITED, OR HKEX, OPERATES A SECURITIES MARKET AND A DERIVATIVES MARKET IN HONG KONG AND THE CLEARING HOUSES FOR THOSE MARKETS."
"SHSC","XHKG","SGMT","STOCK EXCHANGE OF HONG KONG LIMITED - SHANGHAI - HONG KONG STOCK CONNECT","","213800YTVSXYQN17BW16","NSPD","SEHK","HK","HONG KONG","WWW.HKEX.COM.HK","ACTIVE","20140825","20140825","","","MAINLAND INVESTORS TRADING IN SEHK SECURITIES UNDER SHANGHAI-HONG KONG STOCK CONNECT"
"SZSC","XHKG","SGMT","STOCK EXCHANGE OF HONG KONG LIMITED - SHENZHEN - HONG KONG STOCK CONNECT","","213800YTVSXYQN17BW16","NSPD","SEHK","HK","HONG KONG","WWW.HKEX.COM.HK","ACTIVE","20160926","20160926","","","MAINLAND INVESTORS TRADING IN SEHK SECURITIES UNDER SHENZHEN-HONG KONG STOCK CONNECT."
"XGEM","XHKG","SGMT","HONG KONG GROWTH ENTERPRISES MARKET","","213800YTVSXYQN17BW16","NSPD","HK GEM","HK","HONG KONG","WWW.HKGEM.COM","ACTIVE","20050627","20050627","","",""
"XIAB","XIAB","OPRT","ISTANBUL GOLD EXCHANGE","","","NSPD","IAB","TR","ISTANBUL","WWW.IAB.GOV.TR","EXPIRED","20060626","20130527","","20130527","MARKET HAS CLOSED IN APRIL 2013"
"XIBE","XIBE","OPRT","BAKU INTERBANK CURRENCY EXCHANGE","","","NSPD","","AZ","BAKU","WWW.BBVB.ORG","ACTIVE","20050627","20050627","","",""
"FNIS","XICE","SGMT","FIRST NORTH ICELAND","NASDAQ ICELAND HF.","5493000SYSCC8J8U5638","MLTF",,"IS","REYKJAVIK","WWW.NASDAQOMXNORDIC.COM","ACTIVE","20151123","20230925","20230925","","FIRST NORTH IS OPERATED BY NASDAQ. FIRST NORTH IS A NORDIC ALTERNATIVE MTF MARKETPLACE FOR TRADING SHARES AND OTHER TYPES OF FINANCIAL INSTRUMENTS."
"MICE","XICE","SGMT","NASDAQ ICELAND HF. - AUCTION ON DEMAND","NASDAQ ICELAND HF.","5493000SYSCC8J8U5638","RMKT",,"IS","REYKJAVIK","WWW.NASDAQOMXNORDIC.COM","ACTIVE","20160627","20230925","20230925","",
"XICE","XICE","OPRT","NASDAQ ICELAND HF.","NASDAQ ICELAND HF.","5493000SYSCC8J8U5638","RMKT","ICEX","IS","REYKJAVIK","WWW.NASDAQOMXNORDIC.COM","ACTIVE","20100524","20230925","20230925","",
"DNIS","XICE","SGMT","FIRST NORTH ICELAND - NORDIC@MID","NASDAQ ICELAND HF.","5493000SYSCC8J8U5638","MLTF",,"IS","REYKJAVIK","WWW.NASDAQOMXNORDIC.COM","ACTIVE","20151123","20230925","20230925","","NORDIC@MID DARK POOL FOR FIRST NORTH ICELAND"
"ISEC","XICE","SGMT","FIRST NORTH ICELAND","NASDAQ ICELAND HF.","5493000SYSCC8J8U5638","NSPD",,"IS","REYKJAVIK","WWW.NASDAQOMXNORDIC.COM","EXPIRED","20100524","20151123","","20151123",
"DICE","XICE","SGMT","NASDAQ ICELAND HF. - NORDIC@MID","NASDAQ ICELAND HF.","5493000SYSCC8J8U5638","RMKT","ICEX","IS","REYKJAVIK","WWW.NASDAQOMXNORDIC.COM","ACTIVE","20151123","20230925","20230925","","NORDIC@MID DARK POOL FOR XICE"
"MNIS","XICE","SGMT","FIRST NORTH ICELAND - AUCTION ON DEMAND","NASDAQ ICELAND HF.","5493000SYSCC8J8U5638","MLTF",,"IS","REYKJAVIK","WWW.NASDAQOMXNORDIC.COM","ACTIVE","20160627","20230925","20230925","",
"XICX","XICX","OPRT","INSTINET CANADA CROSS","","549300SU730FTQOKTE75","NSPD","","CA","TORONTO","WWW.INSTINET.COM","ACTIVE","20101122","20101122","","","ALTERNATIVE CANADIAN MARKETPLACE TO REGISTERED INVESTMENT DEALERS AND THEIR CLIENTS TO TRADE CANADIAN LISTED EQUITIES."
"XIDX","XIDX","OPRT","INDONESIA STOCK EXCHANGE","","","NSPD","IDX","ID","JAKARTA","WWW.IDX.CO.ID","ACTIVE","20080428","20080428","","","THE JAKARTA (JSX) AND SURABAYA (SSX) STOCK EXCHANGES HAVE MERGED TO BECOME THE INDONESIA STOCK EXCHANGE (IDX)."
"XIHK","XIHK","OPRT","INSTINET PACIFIC LTD","","549300RI6VZUNIR81J81","NSPD","","HK","HONG KONG","WWW.INSTINET.COM","ACTIVE","20090223","20090223","","",""
"XIMA","XIMA","OPRT","INTERNATIONAL MARTIME EXCHANGE","","","NSPD","IMAREX","NO","OSLO","WWW.IMAREX.COM","ACTIVE","20060626","20060626","","",""
"XIMC","XIMC","OPRT","MULTI COMMODITY EXCHANGE OF INDIA LTD.","","254900BTZEPM27IOAM68","NSPD","MCX","IN","MUMBAI","WWW.MCXINDIA.COM","ACTIVE","20060424","20060424","","",""
"XIME","XIME","OPRT","TAIWAN INTERNATIONAL MERCANTILE EXCHANGE","","","NSPD","","TW","TAIPEI","","EXPIRED","20030401","20071126","","20071126",""
"ICRO","XINS","SGMT","INSTINET VWAP CROSS","","","NSPD","","US","NEW YORK","WWW.INSTINET.COM","ACTIVE","20090622","20090622","","","CALL MARKET CROSS PRICED AT THE DAY'S VWAP FOR US EQUITIES."
"XINS","XINS","OPRT","INSTINET","","","NSPD","","US","NEW YORK","WWW.INSTINET.COM","ACTIVE","20130325","20130325","","",""
"ICBX","XINS","SGMT","INSTINET CBX (US)","","","NSPD","","US","NEW YORK","WWW.INSTINET.COM","ACTIVE","20081124","20081124","","","CONTINUOUS BLOCK CROSSING DESTINATION FOR US EQUITIES."
"MOCX","XINS","SGMT","MOC CROSS","","549300MGMN3RKMU8FT57","NSPD","MOCX","US","NEW YORK","WWW.INSTINET.COM","ACTIVE","20150223","20150223","","","POINT IN TIME CROSSES THAT ALLOWS PARTICIPANTS TO CROSS MOC ORDERS FOR US EQUITIES."
"XINV","XINV","OPRT","INVESTRO","","529900NA0B4IRY21VH50","NSPD","","DE","FRANKFURT","WWW.INVESTRO.DE","ACTIVE","20081027","20081027","","","SETTLEMENT PLATFORM FOR CSD AND NON CSD FUNDS."
"XIPE","XIPE","OPRT","INTERNATIONAL PETROLEUM EXCHANGE","","549300UF4R84F48NCH34","NSPD","","GB","LONDON","","EXPIRED","20030401","20060424","","20060424",""
"XIQS","XIQS","OPRT","IRAQ STOCK EXCHANGE","","","NSPD","ISX","IQ","BAGHDAD","WWW.ISX-IQ.NET","ACTIVE","20111024","20111024","","",""
"XPMS","XIST","SGMT","BORSA ISTANBUL - PRECIOUS METALS AND DIAMONDS MARKETS","","","NSPD","","TR","ISTANBUL","WWW.BORSAISTANBUL.COM","ACTIVE","20140127","20221024","20221024","","PRECIOUS METALS AND DIAMONDS MARKETS"
"XFNO","XIST","SGMT","BORSA ISTANBUL - FUTURES AND OPTIONS MARKET","","","NSPD","","TR","ISTANBUL","WWW.BORSAISTANBUL.COM","ACTIVE","20140127","20221024","20221024","","FUTURES AND OPTIONS MARKET"
"XDSM","XIST","SGMT","BORSA ISTANBUL - DEBT SECURITIES MARKET","","","NSPD","","TR","ISTANBUL","WWW.BORSAISTANBUL.COM","ACTIVE","20140127","20221024","20221024","","DEBT SECURITIES MARKET"
"XIST","XIST","OPRT","BORSA ISTANBUL","","","NSPD","","TR","ISTANBUL","WWW.BORSAISTANBUL.COM","ACTIVE","20050627","20221024","20221024","","CHANGE OF MARKET NAME AND MARKET WEBSITE"
"XEQY","XIST","SGMT","BORSA ISTANBUL - EQUITY MARKET","","","NSPD","","TR","ISTANBUL","WWW.BORSAISTANBUL.COM","ACTIVE","20140127","20221024","20221024","","EQUITY MARKET"
"XISE","XISX","SGMT","INTERNATIONAL SECURITIES EXCHANGE, LLC - EQUITIES","","","NSPD","ISE","US","NEW YORK","WWW.ISE.COM","ACTIVE","20080623","20080623","","","EQUITIES. ELECTRONIC MARKETPLACE."
"GMNI","XISX","SGMT","ISE GEMINI EXCHANGE","","","NSPD","","US","NEW YORK","WWW.ISE.COM","ACTIVE","20130527","20130527","","","ISE GEMINI EXCHANGE IS A NATIONAL SECURITIES EXCHANGE REGISTERED WITH THE UNITED STATES SECURITIES & EXCHANGE COMMISSION. ISE GEMINI EXCHANGE WILL FACILITATE THE ELECTRONIC TRADING OF EQUITY & INDEX OPTIONS."
"XTPZ","XISX","SGMT","INTERNATIONAL  SECURITIES EXCHANGE, LLC - TOPAZ","","","NSPD","","US","NEW YORK","WWW.ISE.COM","EXPIRED","20120827","20130923","","20130923","MIC TO USE IS GMNI"
"MCRY","XISX","SGMT","ISE MERCURY, LLC","","","NSPD","","US","NEW YORK","WWW.ISE.COM","ACTIVE","20050627","20141027","","","ISE MERCURY WILL BE A NATIONAL SECURITIES EXCHANGE REGISTERED WITH THE US SEC.  ISE MERCURY WILL FACILITATE THE ELECTRONIC TRADING OF EQUITY AND INDEX OPTIONS. TARGETED LAUNCH: FIRST HALF OF 2015."
"XISA","XISX","SGMT","INTERNATIONAL SECURITIES EXCHANGE, LLC -  ALTERNATIVE MARKETS","","","NSPD","ISE","US","NEW YORK","WWW.ISE.COM","ACTIVE","20080623","20080623","","","PARIMUTUEL, ELETRONIC TRADING PLATFORM FOR DERIVATIVES."
"XISX","XISX","OPRT","INTERNATIONAL SECURITIES EXCHANGE, LLC","","","NSPD","ISE","US","NEW YORK","WWW.ISE.COM","ACTIVE","20050627","20141027","","",""
"XJAM","XJAM","OPRT","JAMAICA STOCK EXCHANGE","","","NSPD","","JM","KINGSTON","WWW.JAMSTOCKEX.COM","ACTIVE","20050627","20050627","","",""
"XJNB","XJNB","OPRT","JAKARTA NEGOTIATED BOARD","","","NSPD","","ID","JAKARTA","","ACTIVE","20050627","20050627","","",""
"XTK1","XJPX","SGMT","TOKYO STOCK EXCHANGE - TOSTNET-1","TOKYO STOCK EXCHANGE, INC.","353800279ADEFGKNTV65","NSPD",,"JP","TOKYO","WWW.JPX.CO.JP","ACTIVE","20060123","20160523","","",
"XJAS","XJPX","SGMT","TOKYO STOCK EXCHANGE JASDAQ","TOKYO STOCK EXCHANGE, INC.","353800279ADEFGKNTV65","NSPD","JASDAQ","JP","TOKYO","WWW.JPX.CO.JP","EXPIRED","20101025","20220328","20220328","20220404","CLOSURE OF THIS MARKET ON 4 APRIL 2022."
"XTKS","XJPX","SGMT","TOKYO STOCK EXCHANGE","TOKYO STOCK EXCHANGE, INC.","353800578ADEGIJTVW07","NSPD","TSE","JP","TOKYO","WWW.JPX.CO.JP","ACTIVE","20050627","20160523","","",
"XOSE","XJPX","SGMT","OSAKA EXCHANGE",,"3538001249AILNPRUX57","NSPD","OSE","JP","OSAKA","WWW.JPX.CO.JP","ACTIVE","20050627","20160523","","",
"XTAM","XJPX","SGMT","TOKYO STOCK EXCHANGE-TOKYO PRO MARKET","TOKYO STOCK EXCHANGE, INC.","353800279ADEFGKNTV65","NSPD",,"JP","TOKYO","WWW.JPX.CO.JP","ACTIVE","20090323","20160523","","","REGISTERED MARKET FOR EQUITIES IN JAPAN."
"XTK3","XJPX","SGMT","TOKYO STOCK EXCHANGE - TOSTNET-3","TOKYO STOCK EXCHANGE, INC.","353800279ADEFGKNTV65","NSPD",,"JP","TOKYO","WWW.JPX.CO.JP","ACTIVE","20110725","20160523","","","TOKYO STOCK EXCHANGE'S TOSTNET-3 MARKET IS AN OFF-AUCTION MARKET DESIGNED FOR ISSUER'S SHARE BUYBACK."
"XTK2","XJPX","SGMT","TOKYO STOCK EXCHANGE - TOSTNET-2","TOKYO STOCK EXCHANGE, INC.","353800279ADEFGKNTV65","NSPD",,"JP","TOKYO","WWW.JPX.CO.JP","ACTIVE","20060123","20160523","","",
"XJPX","XJPX","OPRT","JAPAN EXCHANGE GROUP",,"353800578ADEGIJTVW07","RMKT","JPX","JP","TOKYO","WWW.JPX.CO.JP","ACTIVE","20130128","20130325","","",
"XOSJ","XJPX","SGMT","OSAKA EXCHANGE J-NET",,"3538001249AILNPRUX57","NSPD","J-NET","JP","OSAKA","WWW.JPX.CO.JP","ACTIVE","20060123","20160523","","",
"XBES","XJSE","SGMT","JSE CASH BOND MARKET","","213800MZ1VUQEBWRFO39","NSPD","BESA","ZA","JOHANNESBURG","WWW.JSE.CO.ZA","ACTIVE","20110328","20150427","","","JSE – FORMER BOND EXCHANGE OF SOUTH AFRICA."
"XJSE","XJSE","OPRT","JOHANNESBURG STOCK EXCHANGE","","213800MZ1VUQEBWRFO39","NSPD","JSE","ZA","JOHANNESBURG","WWW.JSE.CO.ZA","ACTIVE","20110328","20110328","","",""
"ALTX","XJSE","SGMT","JSE ALTERNATE EXCHANGE","","213800MZ1VUQEBWRFO39","NSPD","ALTX","ZA","JOHANNESBURG","WWW.JSE.CO.ZA/MARKETS/ALTX.ASPX","ACTIVE","20060828","20150427","","",""
"XSAF","XJSE","SGMT","JSE EQUITY DERIVATIVES MARKET","","","NSPD","SAFEX","ZA","JOHANNESBURG","WWW.SAFEX.CO.ZA","ACTIVE","20050627","20150427","","",""
"XSFA","XJSE","SGMT","JSE COMMODITY DERIVATIVES MARKET","","","NSPD","SAFEX","ZA","JOHANNESBURG","WWW.SAFEX.CO.ZA","ACTIVE","20050627","20150427","","",""
"YLDX","XJSE","SGMT","JSE INTEREST RATE DERIVATIVES MARKET","","","NSPD","","ZA","JOHANNESBURG","WWW.YIELDX.CO.ZA","ACTIVE","20050627","20150427","","",""
"XJWY","XJWY","OPRT","JIWAY EXCHANGE LTD","","","NSPD","","GB","LONDON","","EXPIRED","20030401","20040823","","20040823",""
"XKAC","XKAC","OPRT","OSAKA DOJIMA COMMODITY EXCHANGE","","","NSPD","ODE","JP","OSAKA","WWW.ODE.OR.JP","ACTIVE","20050627","20170327","","","FUTURES EXCHANGE. PREVIOUSLY KNOWN AS THE KANSAI COMMODITIES EXCHANGE."
"XKAZ","XKAZ","OPRT","KAZAKHSTAN STOCK EXCHANGE","","","NSPD","KAZE","KZ","ALMATY","WWW.KASE.KZ","ACTIVE","20050627","20230327","20230327","",""
"XKCE","XKCE","OPRT","KHOREZM INTERREGION COMMODITY EXCHANGE","","","NSPD","","UZ","TASHKENT","","ACTIVE","20050627","20050627","","",""
